siren,date_cloture_exercice,ca,resultat_net,type_bilan,annee_cloture_exercice
005781133,2022-12-31,185976000.0,8317000.0,K,2022
005781133,2021-12-31,164054000.0,7378000.0,K,2021
005781133,2020-12-31,149321000.0,3549000.0,K,2020
005781133,2019-12-31,159719000.0,4348000.0,K,2019
005880679,2020-12-31,2230999.0,-1271999.0,C,2020
005880679,2019-12-31,2627588.0,-145449.0,C,2019
006380042,2022-12-31,62931772.0,11133844.0,C,2022
006380042,2021-12-31,61683377.0,10444350.0,C,2021
006380042,2020-12-31,54129298.0,9177023.0,C,2020
006380042,2019-12-31,48212245.0,6527091.0,C,2019
007080021,2022-12-31,1794456486.0,333789.0,C,2022
007080021,2021-12-31,1665577688.0,900740.0,C,2021
007080021,2020-12-31,1629384032.0,266190.0,C,2020
007080021,2019-12-31,1520281291.0,181074.0,C,2019
015851793,2021-12-31,240969855.0,7210227.0,C,2021
015851793,2020-12-31,204899478.0,1688108.0,C,2020
015851793,2019-12-31,205605607.0,572716.0,C,2019
016250029,2021-12-31,2872000000.0,0.0,K,2021
016250029,2020-12-31,1633200000.0,553900000.0,C,2020
016250029,2019-12-31,30159000000.0,8747000000.0,K,2019
016450942,2022-12-31,0.0,44294.0,C,2022
016450942,2021-12-31,0.0,-26202.0,C,2021
016450942,2020-12-31,0.0,-1313.0,C,2020
016450942,2019-12-31,0.0,165410.0,C,2019
016950842,2022-12-31,354542479.0,15593291.0,C,2022
016950842,2021-12-31,329894170.0,3412082.0,C,2021
016950842,2020-12-31,288074681.0,6038523.0,C,2020
016950842,2019-12-31,301664561.0,4885196.0,C,2019
017251067,2022-12-31,371713000.0,3637000.0,C,2022
017251067,2021-12-31,274648000.0,-15170000.0,C,2021
017251067,2020-12-31,253165664.0,-9114349.0,C,2020
017251067,2019-12-31,263344571.0,-3752473.0,C,2019
025550120,2021-12-31,177082126.0,1386301.0,C,2021
025550120,2020-12-31,157528969.0,57970.0,C,2020
025550120,2019-12-31,160916296.0,-54704.0,C,2019
045550258,2021-12-31,244592000.0,39111000.0,C,2021
054200415,2022-12-31,165708255.0,7347444.0,C,2022
054200415,2021-12-31,159647879.0,8053553.0,C,2021
054200415,2020-12-31,247567750.0,6290395.0,C,2020
054200415,2019-12-31,136408985.0,4532803.0,C,2019
054800958,2022-12-31,692401792.0,26795338.0,C,2022
054800958,2021-12-31,641746898.0,24036598.0,C,2021
054800958,2020-12-31,544285265.0,19000571.0,C,2020
054800958,2019-12-31,578328650.0,15978689.0,C,2019
055800296,2021-12-31,8042600000.0,160300000.0,K,2021
055800296,2020-12-31,0.0,-6000000.0,K,2020
055800296,2019-12-31,0.0,103900000.0,K,2019
055801849,2022-12-31,16650788.0,291741.0,C,2022
055801849,2021-12-31,16166018.0,267804.0,C,2021
055801849,2020-12-31,12972164.0,-537796.0,C,2020
055801849,2019-12-31,16902835.0,-202109.0,C,2019
055804124,2022-12-31,20676800000.0,2724000000.0,K,2022
055804124,2021-12-31,19771500000.0,20224000000.0,K,2021
055804124,2020-12-31,24109400000.0,1562900000.0,K,2020
055804124,2019-12-31,24843400000.0,1408400000.0,K,2019
056501711,2022-09-30,1463164133.0,178793547.0,C,2022
056501711,2021-09-30,1352925930.0,130475875.0,C,2021
056501711,2020-09-30,1246719937.0,104159328.0,C,2020
056501711,2019-09-30,1137974483.0,91437078.0,C,2019
056502248,2022-12-31,1911766000.0,97791000.0,K,2022
056502248,2021-12-31,1769662000.0,0.0,K,2021
056502248,2019-12-31,1499117000.0,0.0,K,2019
056503097,2022-12-31,462537383.0,22644357.0,C,2022
056503097,2021-12-31,372558930.0,28526188.0,C,2021
056503097,2020-12-31,280177848.0,10931532.0,C,2020
056503097,2019-12-31,267093683.0,9280837.0,C,2019
056800659,2022-12-31,591471000.0,139026000.0,C,2022
056800659,2021-12-31,542619000.0,26063000.0,C,2021
056800659,2020-12-31,1330520000.0,-6405000.0,K,2020
056800659,2019-12-31,1486199000.0,0.0,K,2019
057502742,2022-12-31,112528159.0,2700524.0,C,2022
057502742,2021-12-31,113909420.0,749059.0,C,2021
057502742,2020-12-31,100722899.0,1660803.0,C,2020
057502742,2019-12-31,115626290.0,2596892.0,C,2019
057505539,2022-12-31,3642063000.0,175444000.0,K,2022
057505539,2021-12-31,3122940000.0,222184000.0,K,2021
057505539,2020-12-31,2805162000.0,172144000.0,K,2020
057505539,2019-12-31,2739993000.0,159870000.0,K,2019
057801730,2022-12-31,105589000.0,-31058000.0,K,2022
057801730,2021-12-31,89732000.0,-20911000.0,K,2021
057801730,2020-12-31,56612000.0,-26720000.0,K,2020
057801730,2019-12-31,94035000.0,-6771000.0,K,2019
057802753,2022-12-31,515062181.0,25843253.0,C,2022
057802753,2021-12-31,478127956.0,23064573.0,C,2021
057802753,2020-12-31,409856784.0,12394032.0,C,2020
057802753,2019-12-31,431525732.0,6876038.0,C,2019
057806150,2021-12-31,65996781.0,11668349.0,C,2021
057806150,2020-12-31,67301099.0,-6793192.0,C,2020
057806150,2019-12-31,74263034.0,-16431556.0,C,2019
057813131,2022-12-31,126599012.0,-38657.0,C,2022
057813131,2021-12-31,114244202.0,2837333.0,C,2021
057813131,2020-12-31,112914548.0,4252199.0,C,2020
057813131,2019-12-31,111747693.0,2410553.0,C,2019
058801481,2020-12-31,0.0,53032000.0,K,2020
058811670,2022-12-31,474000000.0,38000000.0,K,2022
058811670,2020-12-31,440000000.0,43000000.0,K,2020
058811670,2019-12-31,440000000.0,36000000.0,K,2019
060801388,2022-12-31,156900475.0,9104213.0,C,2022
060801388,2021-12-31,157251676.0,12386950.0,C,2021
060801388,2020-12-31,133129358.0,8271485.0,C,2020
060801388,2019-12-31,167483825.0,7134071.0,C,2019
060801396,2022-12-31,139448626.0,7314420.0,C,2022
060801396,2021-12-31,133139253.0,9557705.0,C,2021
060801396,2020-12-31,124039153.0,5443628.0,C,2020
060801396,2019-12-31,130073014.0,4806133.0,C,2019
061500245,2022-12-31,161217796.0,9699333.0,C,2022
061500245,2021-12-31,162562820.0,9018194.0,C,2021
062200753,2022-12-31,118744797.0,9025343.0,C,2022
062200753,2021-12-31,112385129.0,8951792.0,C,2021
062200753,2020-12-31,70270234.0,3080132.0,C,2020
062200753,2019-12-31,67130937.0,2106884.0,C,2019
062201009,2022-12-31,193802999.0,21127377.0,C,2022
062201009,2020-12-31,157319922.0,12246825.0,C,2020
062201009,2019-12-31,176565834.0,13947250.0,C,2019
063200885,2023-08-31,157441723.0,10048599.0,K,2023
063200885,2022-08-31,134918521.0,7602541.0,K,2022
063200885,2021-08-31,118915166.0,7388446.0,K,2021
063200885,2020-08-31,105470753.0,4863939.0,K,2020
063200885,2019-08-31,104241024.0,5018930.0,K,2019
066201120,2022-12-31,211281675.0,1179186.0,C,2022
066201120,2021-12-31,215358139.0,2949830.0,C,2021
066201120,2020-12-31,178372457.0,2499783.0,C,2020
066201120,2019-12-31,172689914.0,1854909.0,C,2019
067800425,2021-12-31,747821036.0,33615312.0,C,2021
067800425,2020-12-31,709525276.0,25452880.0,C,2020
067800425,2019-12-31,699076668.0,10207854.0,C,2019
068803055,2022-12-31,123462384.0,-1071503.0,C,2022
068803055,2021-12-31,118525853.0,-36177149.0,C,2021
068803055,2020-12-31,113967679.0,-22341385.0,C,2020
068803055,2019-12-31,118905023.0,-43671523.0,C,2019
069200210,2022-09-30,94505769.0,3586638.0,C,2022
069200210,2021-09-30,80877732.0,3020310.0,C,2021
069200210,2020-09-30,74117675.0,2934362.0,C,2020
069200210,2019-09-30,70214230.0,3990922.0,C,2019
071501571,2022-12-31,21717000.0,14625000.0,C,2022
071501571,2021-12-31,19909000.0,23926000.0,C,2021
071501571,2020-12-31,412643000.0,2587000.0,K,2020
071501571,2019-12-31,451980000.0,35301000.0,K,2019
071502397,2021-12-31,541963463.0,24020825.0,C,2021
071502397,2020-12-31,502633873.0,2468965.0,C,2020
071502397,2019-12-31,765775782.0,37831092.0,C,2019
073806440,2021-12-31,89557315.0,4352764.0,C,2021
073806440,2020-12-31,76716998.0,-4622681.0,C,2020
073806440,2019-12-31,80298392.0,-2908077.0,C,2019
085480069,2022-12-31,906479147.0,153372336.0,C,2022
085480069,2021-12-31,818614245.0,39982062.0,C,2021
085480069,2020-12-31,660207556.0,18826095.0,C,2020
085480069,2019-12-31,762958044.0,117953665.0,C,2019
085480796,2023-09-30,2635393857.0,-561299507.0,C,2023
085480796,2022-09-30,2306400039.0,-46019772.0,C,2022
085480796,2021-09-30,2178444590.0,-297532137.0,C,2021
085480796,2020-09-30,2283819401.0,-32312215.0,C,2020
085480796,2019-09-30,2122161839.0,-243252479.0,C,2019
085980357,2022-12-31,333319607.0,25600989.0,C,2022
085980357,2021-12-31,261827757.0,17288889.0,C,2021
085980357,2019-12-31,204733390.0,5488560.0,C,2019
086280393,2022-10-31,1893619606.0,34164189.0,C,2022
086280393,2021-10-31,1577073889.0,46178142.0,C,2021
086280393,2020-10-31,1401361000.0,10534000.0,C,2020
086280393,2019-10-31,1495694000.0,25547000.0,C,2019
086380730,2021-12-31,15696299000.0,557458000.0,K,2021
086380730,2020-12-31,11353083000.0,524820000.0,K,2020
086880036,2022-12-31,76683527.0,14014049.0,C,2022
086880036,2021-12-31,76593687.0,10019631.0,C,2021
086880036,2020-12-31,70482120.0,-2382125.0,C,2020
086880036,2019-12-31,75869832.0,5969319.0,C,2019
086920394,2022-12-31,61423513.0,728978.0,C,2022
086920394,2021-12-31,64730627.0,1876043.0,C,2021
086920394,2020-12-31,58631693.0,911070.0,C,2020
086920394,2019-12-31,55925901.0,1269494.0,C,2019
087280061,2022-12-31,69273025.0,-4844576.0,C,2022
087280061,2021-12-31,67367159.0,-397260.0,C,2021
087280061,2020-12-31,65612005.0,-2907664.0,C,2020
087280061,2019-12-31,75209563.0,-589332.0,C,2019
095580841,2022-12-31,798971821.0,95179022.0,C,2022
095580841,2021-12-31,488396168.0,64695326.0,C,2021
095580841,2020-12-31,459753549.0,49717320.0,C,2020
095580841,2019-12-31,500410655.0,67923844.0,C,2019
095720314,2020-12-31,881794000.0,19720000.0,K,2020
095720314,2019-12-31,324230000.0,0.0,K,2019
095750311,2022-12-31,798422047.0,6744389.0,C,2022
095750311,2021-12-31,645097335.0,13762706.0,C,2021
095750311,2020-12-31,509412982.0,1423581.0,C,2020
095750311,2019-12-31,491543741.0,19011817.0,C,2019
097180509,2021-12-31,32740968.0,-3902785.0,C,2021
097180509,2020-12-31,35694910.0,-4369215.0,C,2020
097180509,2019-12-31,54591985.0,624257.0,C,2019
300349636,2022-12-31,7959700000.0,316200000.0,K,2022
300349636,2021-12-31,8058800000.0,507600000.0,K,2021
300349636,2020-12-31,853324600.0,348700000.0,K,2020
300349636,2019-12-31,0.0,0.0,K,2019
300398880,2020-12-31,166501088.0,7432376.0,K,2020
300398880,2019-12-31,161177674.0,3950452.0,K,2019
300702305,2022-12-31,521934000.0,0.0,K,2022
300702305,2021-12-31,387583000.0,28244000.0,K,2021
300702305,2020-12-31,236182000.0,17578000.0,K,2020
300702305,2019-12-31,280023000.0,29324000.0,K,2019
300821873,2022-12-31,179495688.0,11399509.0,C,2022
300821873,2021-12-31,158138423.0,8414368.0,C,2021
300821873,2020-12-31,126814936.0,4520002.0,C,2020
300821873,2019-12-31,146888639.0,5529979.0,C,2019
300989001,2022-12-31,67601991.0,-16900493.0,C,2022
300989001,2021-12-31,74460268.0,-1653182.0,C,2021
300989001,2019-12-31,87827149.0,-2722510.0,C,2019
301165841,2022-12-31,388829448.0,27157174.0,C,2022
301165841,2021-12-31,318924818.0,33637928.0,C,2021
301165841,2020-12-31,27407405.0,124085.0,C,2020
301165841,2019-12-31,326522343.0,17940057.0,C,2019
301251880,2022-12-31,111714948.0,1264798.0,C,2022
301251880,2021-12-31,104793981.0,2324503.0,C,2021
301251880,2020-12-31,97774465.0,2133318.0,C,2020
301251880,2019-12-31,120900547.0,2103281.0,C,2019
301364824,2022-12-31,477369433.0,13847223.0,C,2022
301364824,2021-12-31,538499190.0,18241239.0,C,2021
301364824,2020-12-31,606809985.0,-15862030.0,C,2020
301364824,2019-12-31,600249664.0,-422333.0,C,2019
301374690,2022-12-31,534386610.0,-15722476.0,C,2022
301374690,2021-12-31,691682309.0,-5244218.0,C,2021
301374690,2020-12-31,539129928.0,-14382819.0,C,2020
301374690,2019-12-31,626233519.0,4842142.0,C,2019
301374922,2022-12-31,684580067.0,32678807.0,C,2022
301374922,2021-12-31,678550226.0,2523929.0,C,2021
301374922,2020-12-31,686167136.0,43463551.0,C,2020
301374922,2019-12-31,685395866.0,47915641.0,C,2019
301420626,2021-12-31,169206043.0,11849478.0,C,2021
301420626,2020-12-31,148776120.0,4241517.0,C,2020
301420626,2019-12-31,169501784.0,4857746.0,C,2019
301501391,2022-12-31,646914693.0,37628298.0,C,2022
301501391,2021-12-31,569857777.0,38792842.0,C,2021
301501391,2020-12-31,630955280.0,10211877.0,C,2020
301501391,2019-12-31,621488000.0,57583000.0,C,2019
301503231,2022-12-31,138849579.0,170000.0,C,2022
301503231,2021-12-31,27654381.0,-1197945.0,C,2021
301503231,2019-12-31,38622329.0,200894.0,C,2019
301570446,2022-12-31,56685426.0,3877217.0,C,2022
301570446,2021-12-31,54147830.0,2280963.0,C,2021
301570446,2020-12-31,49367839.0,22600.0,C,2020
301570446,2019-12-31,53229716.0,739140.0,C,2019
301621884,2022-12-31,173265737.0,-10280364.0,C,2022
301621884,2020-12-31,155576142.0,-7105498.0,C,2020
301621884,2019-12-31,181002878.0,-20561929.0,C,2019
301763405,2022-12-31,759639000.0,71327000.0,C,2022
301763405,2021-12-31,756515000.0,94496000.0,C,2021
301763405,2020-12-31,663173000.0,33054000.0,C,2020
301763405,2019-12-31,622404000.0,23982000.0,C,2019
301793881,2023-09-30,17005207.0,823151.0,C,2023
301793881,2022-09-30,14120804.0,499745.0,C,2022
301793881,2021-09-30,12405723.0,385987.0,C,2021
301793881,2020-09-30,10805765.0,159960.0,C,2020
301793881,2019-09-30,11497004.0,453195.0,C,2019
301850277,2022-12-31,444138265.0,-471038.0,C,2022
301850277,2021-12-31,395050872.0,799022.0,C,2021
301850277,2020-12-31,309535856.0,-86928.0,C,2020
301850277,2019-12-31,264939465.0,-1216990.0,C,2019
301938817,2022-12-31,15420849.0,591884.0,C,2022
301938817,2021-12-31,17233663.0,602605.0,C,2021
301938817,2020-12-31,15862619.0,456485.0,C,2020
301938817,2019-12-31,21667936.0,572986.0,C,2019
301941332,2022-12-31,43746853.0,1525408.0,C,2022
301941332,2021-12-31,38342012.0,971867.0,C,2021
301941332,2020-12-31,33941902.0,-209168.0,C,2020
301941332,2019-12-31,37448996.0,1034863.0,C,2019
301986154,2022-12-31,1709948336.0,14230425.0,C,2022
301986154,2021-12-31,1619029779.0,0.0,C,2021
301986154,2020-12-31,1600691813.0,0.0,C,2020
301986154,2019-12-31,1447996917.0,0.0,C,2019
302079462,2021-12-31,849613003.0,21781379.0,C,2021
302079462,2020-12-31,772131210.0,16010000.0,C,2020
302079462,2019-12-31,1180644993.0,21282380.0,C,2019
302135561,2022-12-31,620727989.0,1852792.0,C,2022
302135561,2021-12-31,585991624.0,23719355.0,C,2021
302135561,2020-12-31,495690193.0,-26610999.0,C,2020
302135561,2019-12-31,536842345.0,-1097420.0,C,2019
302162623,2023-02-28,307029357.0,14374779.0,C,2022
302162623,2022-02-28,274234389.0,11042057.0,C,2021
302162623,2021-02-28,249467783.0,4075975.0,C,2020
302162623,2020-02-29,337258263.0,19577802.0,C,2019
302162623,2019-02-28,333191831.0,12607604.0,C,2018
302178892,2023-03-31,1548500000.0,0.0,K,2022
302178892,2022-03-31,1312900000.0,0.0,K,2021
302178892,2021-03-31,1010200000.0,144300000.0,K,2020
302178892,2020-03-31,1024800000.0,113200000.0,K,2019
302178892,2019-03-31,1125900000.0,151400000.0,K,2018
302208301,2019-06-30,358863665.0,22319766.0,C,2018
302264262,2022-12-31,20669942.0,967403.0,C,2022
302264262,2021-12-31,22255458.0,2427376.0,C,2021
302264262,2020-12-31,16885243.0,328006.0,C,2020
302264262,2019-12-31,21437412.0,-318883.0,C,2019
302280862,2022-12-31,16693728.0,423791.0,C,2022
302280862,2021-12-31,15744441.0,461320.0,C,2021
302280862,2020-12-31,12911036.0,346288.0,C,2020
302280862,2019-12-31,16381660.0,352798.0,C,2019
302364211,2022-12-31,361607523.0,31451807.0,C,2022
302364211,2021-12-31,319859076.0,23808800.0,C,2021
302364211,2020-12-31,265024287.0,15058690.0,C,2020
302364211,2019-12-31,267096969.0,9431018.0,C,2019
302412226,2022-12-31,104321935.0,-26811629.0,C,2022
302412226,2021-12-31,163227383.0,-6503294.0,C,2021
302412226,2020-12-31,137107966.0,-1252558.0,C,2020
302412226,2019-12-31,145006992.0,-7095855.0,C,2019
302507652,2021-09-30,348965663.0,30498970.0,C,2021
302507652,2020-09-30,358258085.0,17995028.0,C,2020
302507652,2019-09-30,498801293.0,23556379.0,C,2019
302557830,2022-12-31,20932493.0,1716532.0,C,2022
302557830,2021-12-31,16029421.0,662519.0,C,2021
302557830,2020-12-31,12874708.0,244513.0,C,2020
302557830,2019-12-31,13754901.0,297589.0,C,2019
302558622,2022-12-31,64438802.0,0.0,K,2022
302558622,2021-12-31,66905409.0,-1440557.0,K,2021
302558622,2020-12-31,67447792.0,-550544.0,K,2020
302558622,2019-12-31,73974324.0,121342.0,K,2019
302588462,2022-12-31,1829131209.0,-78590727.0,C,2022
302588462,2021-12-31,952079000.0,-700180000.0,C,2021
302588462,2020-12-31,855321000.0,-55592000.0,C,2020
302588462,2019-12-31,1181605324.0,182808026.0,C,2019
302590898,2022-12-31,154682654.0,7532045.0,C,2022
302590898,2021-12-31,142531548.0,17182690.0,C,2021
302590898,2020-12-31,127601609.0,-4810127.0,C,2020
302590898,2019-12-31,135292570.0,-1789999.0,C,2019
302607957,2022-12-31,230090646.0,12850459.0,C,2022
302607957,2021-12-31,214115986.0,-7002967.0,C,2021
302607957,2020-12-31,192537294.0,-7425435.0,C,2020
302607957,2019-12-31,216010186.0,-4583573.0,C,2019
302639877,2022-12-31,37799283.0,1330337.0,C,2022
302639877,2021-12-31,34703530.0,846879.0,C,2021
302639877,2020-12-31,32702266.0,1156561.0,C,2020
302639877,2019-12-31,32967626.0,938525.0,C,2019
302695614,2023-03-31,445544855.0,-741300.0,C,2022
302695614,2022-03-31,381140900.0,-7238891.0,C,2021
302695614,2021-03-31,420766267.0,-14628083.0,C,2020
302695614,2020-03-31,474884685.0,2964811.0,C,2019
302695614,2019-03-31,433846948.0,6017330.0,C,2018
302698873,2022-12-31,309246516.0,5705881.0,C,2022
302698873,2021-12-31,298668824.0,4222623.0,C,2021
302698873,2020-12-31,265076106.0,2890088.0,C,2020
302698873,2019-12-31,275457269.0,2690870.0,C,2019
302715966,2023-06-30,4582932000.0,0.0,K,2022
302715966,2022-06-30,3806673000.0,14734000.0,K,2021
302715966,2021-06-30,3109735000.0,-14519000.0,K,2020
302715966,2020-06-30,3200462000.0,0.0,K,2019
302715966,2019-06-30,3385748000.0,-85327000.0,K,2018
303265128,2022-12-31,0.0,854505000.0,C,2022
303265128,2021-12-31,0.0,690690000.0,C,2021
303265128,2020-12-31,0.0,734177000.0,C,2020
303265128,2019-12-31,0.0,979460000.0,C,2019
303409593,2021-09-30,415829874.0,-1129945.0,C,2021
303409593,2020-09-30,415545641.0,848961.0,C,2020
303409593,2019-09-30,427946778.0,6365142.0,C,2019
303409619,2021-03-31,360654268.0,19633520.0,C,2020
303409619,2020-03-31,375780060.0,1891080.0,C,2019
303409619,2019-03-31,374179187.0,7769573.0,C,2018
303434591,2023-09-30,82894732.0,3768535.0,C,2023
303434591,2022-09-30,78551637.0,4008484.0,C,2022
303434591,2021-09-30,76290423.0,3354870.0,C,2021
303434591,2020-09-30,70010239.0,-1132638.0,C,2020
303434591,2019-09-30,73461847.0,1529912.0,C,2019
303458574,2022-12-31,48982945.0,757589.0,C,2022
303458574,2021-12-31,48927631.0,1671380.0,C,2021
303458574,2020-12-31,41184874.0,628077.0,C,2020
303458574,2019-12-31,43555371.0,410635.0,C,2019
303589055,2021-12-31,57735431.0,3812759.0,C,2021
303589055,2020-12-31,46986154.0,-340555.0,C,2020
303589055,2019-12-31,42557236.0,-1417389.0,C,2019
303656375,2023-06-30,871180856.0,85192674.0,C,2022
303656375,2022-06-30,865443693.0,88731460.0,C,2021
303656375,2021-06-30,782196919.0,62276684.0,C,2020
303656375,2020-06-30,788419435.0,19672372.0,C,2019
303656375,2019-06-30,500876530.0,44347071.0,C,2018
303970230,2022-12-31,681215015.0,70102033.0,C,2022
303970230,2021-12-31,642101806.0,79534148.0,C,2021
303970230,2020-12-31,569285755.0,60930270.0,C,2020
303970230,2019-12-31,528298478.0,43188498.0,C,2019
304165962,2022-09-30,33977133.0,789590.0,C,2022
304165962,2021-09-30,35272451.0,952677.0,C,2021
304165962,2020-09-30,30700478.0,539437.0,C,2020
304187701,2022-12-31,6697000000.0,1847000000.0,K,2022
304187701,2021-12-31,5913000000.0,1700000000.0,K,2021
304187701,2020-12-31,0.0,0.0,K,2020
304187701,2019-12-31,0.0,1572000000.0,K,2019
304235633,2023-03-31,20530519.0,381406.0,C,2022
304235633,2022-03-31,18663658.0,212760.0,C,2021
304235633,2021-03-31,17321045.0,292660.0,C,2020
304235633,2020-03-31,18065974.0,40348.0,C,2019
304235633,2019-03-31,17707832.0,-26242.0,C,2018
304317357,2022-12-31,280939365.0,4701167.0,C,2022
304317357,2021-12-31,270116013.0,2982146.0,C,2021
304317357,2020-12-31,276348737.0,3295483.0,C,2020
304317357,2019-12-31,286795249.0,2964696.0,C,2019
304381379,2022-12-31,814630489.0,51655141.0,C,2022
304381379,2021-12-31,665341166.0,36916944.0,C,2021
304381379,2020-12-31,550723774.0,26926682.0,C,2020
304381379,2019-12-31,601662337.0,27894128.0,C,2019
304452725,2022-12-31,0.0,-392073.0,C,2022
304452725,2021-12-31,0.0,853.0,C,2021
304497852,2022-12-31,537614588.0,6984398.0,C,2022
304497852,2021-12-31,513251748.0,11598635.0,C,2021
304497852,2020-12-31,510762108.0,8831510.0,C,2020
304497852,2019-12-31,522546026.0,12557254.0,C,2019
304602956,2021-12-31,0.0,0.0,K,2021
304602956,2020-12-31,12358288000.0,511000.0,C,2020
304602956,2019-12-31,11500922000.0,9778000.0,K,2019
305061186,2022-12-31,196981282.0,7233204.0,C,2022
305061186,2021-12-31,156434467.0,8815236.0,C,2021
305061186,2020-12-31,136538409.0,6246843.0,C,2020
305061186,2019-12-31,153430703.0,8415511.0,C,2019
305065088,2022-12-31,30815531.0,3302856.0,C,2022
305065088,2021-12-31,34410373.0,4508581.0,C,2021
305065088,2020-12-31,32526938.0,3480580.0,C,2020
305065088,2019-12-31,33247419.0,3466054.0,C,2019
305151409,2022-12-31,402010705.0,73117911.0,C,2022
305151409,2021-12-31,404079063.0,70704226.0,C,2021
305151409,2020-12-31,347078958.0,44097239.0,C,2020
305151409,2019-12-31,339204144.0,26869607.0,C,2019
305154262,2021-12-31,355778906.0,1645172.0,C,2021
305154262,2020-12-31,313558887.0,-20064669.0,C,2020
305154262,2019-12-31,427841139.0,16364621.0,C,2019
305205411,2022-12-31,155662693.0,16691600.0,C,2022
305205411,2021-12-31,151804790.0,8019534.0,C,2021
305205411,2020-12-31,129160178.0,294438.0,C,2020
305205411,2019-12-31,134783891.0,4325564.0,C,2019
305207169,2022-12-31,289740000.0,-1766000.0,C,2022
305207169,2021-12-31,300786000.0,8484000.0,C,2021
305207169,2020-12-31,364656000.0,147782000.0,C,2020
305207169,2019-12-31,2395210000.0,-534006000.0,C,2019
305207557,2022-12-31,97184011.0,2115343.0,C,2022
305207557,2021-12-31,64535089.0,1891465.0,C,2021
305207557,2020-12-31,48404010.0,2185347.0,C,2020
305207557,2019-12-31,59879841.0,777728.0,C,2019
305234320,2022-12-31,80555142.0,1451524.0,C,2022
305234320,2021-12-31,71407396.0,-999442.0,C,2021
305234320,2020-12-31,60505452.0,-246750.0,C,2020
305234320,2019-12-31,70549204.0,6293549.0,C,2019
305291346,2022-12-31,97444116.0,331647.0,C,2022
305291346,2021-12-31,99841772.0,1839626.0,C,2021
305291346,2020-12-31,84825423.0,-1270920.0,C,2020
305291346,2019-12-31,79848696.0,1766727.0,C,2019
305319477,2021-12-31,13971000.0,3168000.0,C,2021
305319477,2020-12-31,22638000.0,1608000.0,C,2020
305319477,2019-12-31,11168000.0,2033000.0,C,2019
305394397,2022-12-31,442212875.0,24937164.0,C,2022
305394397,2021-12-31,366436027.0,25033174.0,C,2021
305394397,2020-12-31,316883589.0,23647941.0,C,2020
305394397,2019-12-31,363352883.0,31996790.0,C,2019
305508061,2022-12-31,14603455.0,1032611.0,C,2022
305508061,2020-12-31,11403159.0,543831.0,C,2020
305508061,2019-12-31,7190007.0,342209.0,C,2019
305587032,2021-09-30,16457370.0,304465.0,C,2021
305587032,2020-09-30,15130235.0,274984.0,C,2020
305587032,2019-09-30,17663763.0,518756.0,C,2019
305635039,2023-06-30,508031000.0,12786000.0,K,2022
305635039,2022-06-30,468300000.0,0.0,K,2021
305635039,2021-06-30,444073000.0,0.0,K,2020
305635039,2020-06-30,382706000.0,12612000.0,K,2019
305635039,2019-06-30,335730000.0,5091000.0,K,2018
305635583,2021-12-31,1411529107.0,893.0,C,2021
305635583,2020-12-31,1392354487.0,279.0,C,2020
305635583,2019-12-31,1316345060.0,1891.0,C,2019
305691149,2022-12-31,57234881.0,2978891.0,C,2022
305691149,2021-12-31,23638867.0,1029581.0,C,2021
305691149,2020-12-31,21256475.0,-1297500.0,C,2020
305691149,2019-12-31,74476505.0,3637903.0,C,2019
305823296,2023-03-31,303490054.0,-9184574.0,C,2022
305823296,2022-03-31,286585438.0,-393983.0,C,2021
305823296,2021-03-31,268557045.0,19145923.0,C,2020
305823296,2020-03-31,320405756.0,11579016.0,C,2019
305823296,2019-03-31,322448922.0,13375422.0,C,2018
305898595,2022-12-31,60212714.0,3452932.0,C,2022
305898595,2021-12-31,28151195.0,1807000.0,C,2021
305898595,2020-12-31,23432864.0,1400457.0,C,2020
305898595,2019-12-31,18942923.0,909853.0,C,2019
305918187,2022-12-31,61356382.0,284290.0,C,2022
305918187,2021-12-31,56553642.0,-509625.0,C,2021
305918187,2020-12-31,42466525.0,-564684.0,C,2020
305918187,2019-12-31,55685885.0,-219186.0,C,2019
306015306,2023-01-31,1595442415.0,1079685.0,C,2022
306015306,2022-01-31,1476366401.0,554207.0,C,2021
306015306,2021-01-31,1448018154.0,765112.0,C,2020
306015306,2020-01-31,1327900027.0,0.0,C,2019
306015306,2019-01-31,1297391823.0,7708406.0,C,2018
306018193,2022-12-31,9376511.0,324083.0,C,2022
306018193,2021-12-31,8861703.0,315369.0,C,2021
306018193,2020-12-31,7576752.0,212947.0,C,2020
306018193,2019-12-31,7480067.0,150388.0,C,2019
306020140,2022-12-31,0.0,96789.0,C,2022
306020140,2021-12-31,0.0,2906.0,C,2021
306020140,2020-12-31,0.0,2206.0,C,2020
306020140,2019-12-31,0.0,670.0,C,2019
306042268,2020-12-31,49992482.0,-12820227.0,C,2020
306042268,2019-12-31,56620254.0,-15535203.0,C,2019
306050188,2022-12-31,50175187.0,1676719.0,C,2022
306050188,2021-12-31,43668657.0,1606980.0,C,2021
306050188,2020-12-31,41684445.0,1602176.0,C,2020
306050188,2019-12-31,43359166.0,1448784.0,C,2019
306100421,2022-12-31,89358629.0,2581706.0,C,2022
306100421,2021-12-31,79217272.0,2354016.0,C,2021
306100421,2020-12-31,67681014.0,1310512.0,C,2020
306100421,2019-12-31,76406382.0,2057718.0,C,2019
306138900,2022-12-31,15428140000.0,896005000.0,K,2022
306138900,2021-12-31,1509868000.0,580291000.0,C,2021
